,PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,RelatedMup,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1,TotalDaysPlanReview,DaysInitialPlanReview,DaysPlanReviewCity,DaysOutCorrections,NumberReviewCycles,InitialReviewCompleteDate,PlanReviewCompleteDate,DaysIssuePermitCity,ReadyToIssueDate,Zoning,DwellingUnitType,StandardPlan,DependentBuilding,ParentPermitNum,HousingCategory,AppliedYear,IssuedYear,CompletedYear
132669,6951275-CN,Multifamily,Residential,Building,New,Establish use as townhouse per land use code. Construct multi-family building  occupy per plan.,5,0.0,5.0,"1,319,795",2023-11-30,2024-06-03,2025-12-03,2025-10-06,Completed,,113 24TH AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6951275-CN,47.6194266,-122.301486,"(47.6194266, -122.301486)",186.0,42.0,124.0,62,5.0,2024-01-11,2024 Jun 03 12:00:00 AM,124.0,2024 Jun 03 12:00:00 AM,LR3,Townhouse,0.0,0,,Middle Housing,2023,2024,2025
132679,6905583-CN,Multifamily,Residential,Building,New,Construct south two-family dwelling  per plan. (Establish use as townhouse and construct (2) two-family dwellings. Review and processing for 2 records under #6879275-CN.),2,0.0,2.0,"529,551",2022-06-17,2024-02-14,2025-08-14,2025-08-12,Completed,,3018 SW ORLEANS ST,SEATTLE,WA,98126.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6905583-CN,47.57069749,-122.37162084,"(47.57069749, -122.37162084)",606.0,606.0,606.0,0,0.0,2024-02-13,2024 Feb 13 12:00:00 AM,,2024 Feb 13 12:00:00 AM,C1,Townhouse,0.0,0,6879275-CN,Middle Housing,2022,2024,2025
132692,6805907-CN,Multifamily,Residential,Building,New,Construct SOUTH townhouse  this permit (Establish use as Rowhouse and construct South townhouse  Middle and North two-family dwellings  per plan.  Review and process for 3 AP's under 6805907-CN),7,0.0,7.0,"453,532",2021-07-14,2022-12-19,2024-06-19,2024-04-08,Completed,3037223-LU,12312 14TH AVE NE,SEATTLE,WA,98125.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805907-CN,47.71808748,-122.31380944,"(47.71808748, -122.31380944)",518.0,65.0,188.0,330,5.0,2021-09-17,2022 Dec 14 12:00:00 AM,190.0,2022 Dec 16 12:00:00 AM,LR1,Rowhouse,0.0,0,,Middle Housing,2021,2022,2024
132745,6874543-CN,Multifamily,Residential,Building,New,Construct south townhouse building. [Establish use as rowhouses and single-family and Construct townhouses and one-family dwellings  per plan. Review and processing for (4) construction records under 6803741-CN,3,0.0,3.0,"145,083",2021-12-21,2022-08-03,2024-02-03,2023-10-16,Completed,,2108 SW CLOVERDALE ST,SEATTLE,WA,98106.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6874543-CN,47.52665946,-122.36089559,"(47.52665946, -122.36089559)",224.0,224.0,224.0,0,0.0,2022-08-02,2022 Aug 02 12:00:00 AM,,2022 Aug 03 12:00:00 AM,LR2,Townhouse,0.0,0,6803741-CN,Middle Housing,2021,2022,2023
132801,6907731-CN,Multifamily,Residential,Building,New,Construct one-family dwelling (Establish use as single-family residence and duplex  & construct (1) one-family dwelling and (1) two-family dwelling  per plan.  Review and process for (2) records under 6907731-CN),3,0.0,3.0,"333,761",2022-09-26,2023-12-06,2025-06-06,2024-11-08,Completed,,4108 LEARY WAY NW,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6907731-CN,47.65733298,-122.36279625,"(47.65733298, -122.36279625)",434.0,77.0,291.0,143,6.0,2022-12-12,2023 Dec 04 12:00:00 AM,291.0,2023 Dec 04 12:00:00 AM,LR1,Detached Single-Family,0.0,0,,Middle Housing,2022,2023,2024
132819,6907906-CN,Multifamily,Residential,Building,New,Construct Eastern SFR  per plan [Establish use as single family residences (SFR) and townhome (TH) and construct West SFR  Ease SFR and North TH; review and process for 3 records under 6879367-CN].,1,0.0,1.0,"310,438",2022-06-27,2023-03-22,2024-09-22,2024-03-22,Completed,,1242 NE 69TH ST,SEATTLE,WA,98115.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6907906-CN,47.6789406,-122.31391513,"(47.6789406, -122.31391513)",263.0,263.0,263.0,0,0.0,2023-03-17,2023 Mar 17 12:00:00 AM,,2023 Mar 21 12:00:00 AM,LR1,Detached Single-Family,0.0,0,6879367-CN,Middle Housing,2022,2023,2024
132942,6909543-CN,Multifamily,Residential,Building,New,Construct alterations to divide one dwelling unit into two dwelling units at Level 15 of multi-family building [BAY VISTA CONDOMINIUMS]  per plan.,1,0.0,1.0,"4,500",2022-08-03,2023-02-07,2024-08-07,2023-05-22,Completed,,2821 2ND AVE,,,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6909543-CN,47.61707021,-122.35142365,"(47.61707021, -122.35142365)",187.0,64.0,127.0,60,4.0,2022-10-06,2023 Feb 06 12:00:00 AM,127.0,2023 Feb 06 12:00:00 AM,DMR,Apartment,0.0,0,,Housing - Other,2022,2023,2023
132944,6909670-CN,Multifamily,Residential,Building,New,Establish use as townhouses per land use code. Construct new residential structure  occupy per plan.,8,0.0,8.0,"1,969,766",2023-06-09,2024-01-19,2025-07-19,2024-12-04,Completed,,222 10TH AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6909670-CN,47.62060861,-122.31923939,"(47.62060861, -122.31923939)",223.0,80.0,153.0,70,5.0,2023-08-28,2024 Jan 18 12:00:00 AM,154.0,2024 Jan 19 12:00:00 AM,MR,Townhouse,0.0,0,,Middle Housing,2023,2024,2024
132985,6807748-CN,Multifamily,Residential,Building,New,Construct new West Townhouse building  per plan ( Establish use as and construct (2) new townhouse buildings  review and process for 2 CN's under 6807748-CN),6,0.0,6.0,"784,446",2021-04-01,2022-03-25,2023-09-25,2023-06-15,Completed,,9025 12TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6807748-CN,47.69506059,-122.37173917,"(47.69506059, -122.37173917)",357.0,142.0,235.0,122,4.0,2021-08-21,2022 Mar 24 12:00:00 AM,235.0,2022 Mar 24 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2021,2022,2023
133012,6883395-PH,Multifamily,Residential,Building,New,Phased permit to construct west building C  per plan. (Establish use as residential  retail  restaurant  and live-work  and construct three apartment buildings  review and process for 3 records under 6883388-PH),109,37.0,146.0,"1,636,049",2022-05-19,,,,Reviews In Process,,5201 42ND AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6883395-PH,47.55512805,-122.28162319,"(47.55512805, -122.28162319)",,,,0,0.0,,,,,,,,0,,,2022,,
133052,6883531-CN,Multifamily,Residential,Building,New,Construct north bldg. per plans (Construct two-townhouse buildings and two single-family residences  occupy per plans. Reviews and processing for four -CN's under 6883531),8,0.0,8.0,"654,328",2022-07-25,2023-09-05,2025-03-05,2025-02-07,Completed,,2816 14TH AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6883531-CN,47.5781786,-122.31441946,"(47.5781786, -122.31441946)",392.0,115.0,175.0,217,4.0,2022-11-17,2023 Aug 21 12:00:00 AM,175.0,2023 Aug 21 12:00:00 AM,LR3,Townhouse,0.0,0,,Middle Housing,2022,2023,2025
133054,6883611-CN,Multifamily,Residential,Building,New,Construct EAST Townhouse (TH)  per plan. (Establish use as townhouses and construct West TH and East TH; review and process for two records under 6824832-CN),3,0.0,3.0,"697,847",2022-02-18,2025-01-28,2026-07-28,,Issued,,2610 45TH AVE SW,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6883611-CN,47.58079315,-122.38877124,"(47.58079315, -122.38877124)",1064.0,1064.0,1064.0,0,0.0,2025-01-17,2025 Jan 17 12:00:00 AM,,2025 Jan 28 12:00:00 AM,LR3,Townhouse,0.0,0,6824832-CN,Middle Housing,2022,2025,
133063,6777569-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to add a unit to apartment building  and occupy  per plan.,1,0.0,1.0,"55,708",2020-05-11,,,,Corrections Required,,4000 CALIFORNIA AVE SW,SEATTLE,WA,98116.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777569-CN,47.56823617,-122.38636866,"(47.56823617, -122.38636866)",,21.0,,323,5.0,2020-06-01,,,,,,,0,,,2020,,
133116,6910722-CN,Multifamily,Residential,Building,New,Construct east two-family dwelling (Establish use as duplex  and construct (2) two-family dwellings  per plan.  Review & process for (2) records under 6864351-CN).,2,0.0,2.0,"659,960",2023-06-20,2023-06-20,2024-12-20,2024-12-10,Completed,,608 18TH AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6910722-CN,47.62473517,-122.30818579,"(47.62473517, -122.30818579)",0.0,0.0,0.0,0,0.0,2023-06-20,2023 Jun 20 12:00:00 AM,,2023 Jun 20 12:00:00 AM,LR1,Townhouse,0.0,0,6864351-CN,Middle Housing,2023,2023,2024
133213,6875869-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to add (3) dwelling units at basement of existing apartment building  occupy per plan.,3,0.0,3.0,"178,399",2022-05-31,2023-09-15,2026-09-15,,Issued,,702 2ND AVE W,SEATTLE,WA,98119.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6875869-CN,47.62584507,-122.35897587,"(47.62584507, -122.35897587)",454.0,50.0,371.0,83,4.0,2022-07-20,2023 Aug 28 12:00:00 AM,385.0,2023 Sep 11 12:00:00 AM,LR3,Apartment,0.0,0,,Multifamily - Other,2022,2023,
133293,6810675-CN,Multifamily,Residential,Building,New,Construct a townhouse building maintaining an existing separate single-family residence  per plans,3,0.0,3.0,"584,294",2021-03-29,2021-11-23,2023-05-23,2023-03-15,Completed,,1703 26TH AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6810675-CN,47.61672526,-122.29930091,"(47.61672526, -122.29930091)",220.0,107.0,160.0,60,3.0,2021-07-14,2021 Nov 04 12:00:00 AM,179.0,2021 Nov 23 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2021,2021,2023
133294,6810676-CN,Multifamily,Residential,Building,Addition/Alteration,Construct shoring and excavation for future mixed use building  per plan.,130,0.0,130.0,"810,230",2021-10-13,2023-04-03,2026-04-03,,Issued,,904 NW MARKET ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6810676-CN,47.66888516,-122.36890883,"(47.66888516, -122.36890883)",315.0,71.0,178.0,137,5.0,2021-12-23,2022 Aug 24 12:00:00 AM,389.0,2023 Mar 23 12:00:00 AM,NC2,Apartment,0.0,0,,,2021,2023,
133297,6890580-CN,Multifamily,Residential,Building,New,Construct a townhouse building  per plans,5,0.0,5.0,"1,007,722",2022-08-03,2023-07-03,2026-07-03,,Issued,,4418 S OTHELLO ST,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6890580-CN,47.53722204,-122.27708505,"(47.53722204, -122.27708505)",330.0,105.0,231.0,99,5.0,2022-11-16,2023 Jun 29 12:00:00 AM,232.0,2023 Jun 30 12:00:00 AM,LR1,Rowhouse,0.0,0,,Middle Housing,2022,2023,
133306,6885930-CN,Multifamily,Residential,Building,New,Establish use as & construct townhouse structure  per plan,2,0.0,2.0,"619,357",2022-05-01,,,,Canceled,,9129 8th AVE S,,,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6885930-CN,47.52158156,-122.32395981,"(47.52158156, -122.32395981)",,,,,,,,,,,,,0,,,2022,,
133426,6913233-CN,Multifamily,Residential,Building,New,Construct south-west dwelling  per plans (Construct two-townhouse buildings and two single-family residences  occupy per plans. Reviews and processing for four -CN's under 6883531),1,0.0,1.0,"231,689",2022-07-25,2023-09-05,2025-03-05,2025-02-10,Completed,,2828 14TH AVE S,SEATTLE,WA,98144.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6913233-CN,47.57807129,-122.3143881,"(47.57807129, -122.3143881)",392.0,392.0,392.0,0,0.0,2023-08-21,2023 Aug 21 12:00:00 AM,,2023 Aug 21 12:00:00 AM,LR3,Townhouse,0.0,0,6883531-CN,Middle Housing,2022,2023,2025
133540,6811796-CN,Multifamily,Residential,Building,New,Construct SFR2 & alterations to convert existing house to DADU1 (Establish use as single family residence and construct 4 single family residences  1 Detached Accessory Dwelling Unit (DADU's)  and construct alterations to and convert existing single family residence into a DADU  per plan.  Review and processing of 4 permit #'s under 6811796-CN),5,0.0,5.0,"178,032",2021-07-29,2022-03-31,2023-09-30,2023-09-19,Completed,,727 S SOUTHERN ST,SEATTLE,WA,98108.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6811796-CN,47.52967846,-122.32425427,"(47.52967846, -122.32425427)",244.0,47.0,208.0,36,5.0,2021-09-14,2022 Mar 30 12:00:00 AM,209.0,2022 Mar 31 12:00:00 AM,RSL,Accessory Dwelling Detached,0.0,0,,Middle Housing,2021,2022,2023
133591,6878626-CN,Multifamily,Residential,Building,New,Construct south two-family dwelling (Establish use as single-family residence (w/ attached accessory dwelling unit (AADU))  and construct (3) two-family dwellings  per plan.  Review & process for (3) records under 6864581-CN),2,0.0,2.0,"255,925",2022-01-21,2023-02-28,2026-02-28,2025-06-26,Completed,,854 S DONOVAN ST,SEATTLE,WA,98108.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6878626-CN,47.52576639,-122.32069638,"(47.52576639, -122.32069638)",340.0,340.0,340.0,0,0.0,2022-12-27,2022 Dec 27 12:00:00 AM,,2022 Dec 28 12:00:00 AM,RSL,Detached Single-Family,0.0,0,6864581-CN,Middle Housing,2022,2023,2025
133646,6779962-CN,Multifamily,Residential,Building,New,Construct Middle East rowhouse building  per plan (Establish use as rowhouse and construct 4 townhouse buildings with surface parking. Review and process for 4 record numbers under 6742508-CN),6,0.0,6.0,"1,136,170",2020-04-17,2021-03-18,2024-03-18,2024-03-11,Completed,,1402 NW 92ND ST,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6779962-CN,47.69619976,-122.37454328,"(47.69619976, -122.37454328)",271.0,271.0,271.0,0,0.0,2021-01-13,2021 Jan 13 12:00:00 AM,,2021 Jan 20 12:00:00 AM,LR1,Rowhouse,0.0,0,6742508-CN,Middle Housing,2020,2021,2024
133691,6879343-CN,Multifamily,Residential,Building,New,Construct 3-unit townhouse  per plan. (Establish use as multifamily residential and rowhouse and construct 5 apartments and one townhouse. Review and processing for 6 records under #6835326-CN),3,0.0,3.0,"790,955",2022-02-02,2024-01-09,2027-01-09,,Issued,,9208 WOODLAWN AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6879343-CN,47.69626386,-122.33840327,"(47.69626386, -122.33840327)",686.0,686.0,686.0,0,0.0,2023-12-20,2023 Dec 20 12:00:00 AM,,2024 Jan 09 12:00:00 AM,LR2,Townhouse,0.0,0,6835326-CN,Middle Housing,2022,2024,
133692,6879344-CN,Multifamily,Residential,Building,New,Construct southeast 3-unit apartment  occupy per plan. (Establish use as multifamily residential and rowhouse and construct 5 apartments and one townhouse. Review and processing for 6 records under #6835326-CN),3,0.0,3.0,"760,055",2022-03-03,2024-01-09,2027-01-09,,Issued,,1606 N 92ND ST,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6879344-CN,47.6961025,-122.33821459,"(47.6961025, -122.33821459)",657.0,657.0,657.0,0,0.0,2023-12-20,2023 Dec 20 12:00:00 AM,,2024 Jan 09 12:00:00 AM,LR2,Townhouse,0.0,0,6835326-CN,Middle Housing,2022,2024,
133748,6812679-CN,Multifamily,Residential,Building,Addition/Alteration,Construct alterations to add dwelling units to existing apartment building (Union Bay Apts)  occupy per plan.,10,0.0,10.0,"1,000,000",2020-12-21,2023-04-01,2026-04-01,2025-09-30,Completed,,526 Yale AVE N,,,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6812679-CN,47.62406467,-122.33028075,"(47.62406467, -122.33028075)",815.0,121.0,677.0,138,6.0,2021-04-21,2023 Mar 16 12:00:00 AM,692.0,2023 Mar 31 12:00:00 AM,SM-SLU,Apartment,0.0,0,,,2020,2023,2025
133821,6880999-CN,Multifamily,Residential,Building,New,Establish use as single family residence per land use code.  Construct new one family dwelling  per plan,1,0.0,1.0,"717,913",2022-09-08,2024-05-13,2025-11-13,2025-10-29,Completed,,1758 S DAWSON ST,SEATTLE,WA,98108.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6880999-CN,47.55583545,-122.30811352,"(47.55583545, -122.30811352)",606.0,67.0,161.0,445,6.0,2022-11-14,2024 May 06 12:00:00 AM,168.0,2024 May 13 12:00:00 AM,NR2,Detached Single-Family,0.0,0,,Middle Housing,2022,2024,2025
133874,6890278-CN,Multifamily,Residential,Building,New,Construct a multi-family building  occupy per plans,5,0.0,5.0,"1,523,400",2022-09-12,2025-01-14,2026-07-14,,Issued,,1153 NW 58TH ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6890278-CN,47.67074478,-122.37317713,"(47.67074478, -122.37317713)",854.0,102.0,234.0,620,7.0,2022-12-23,2025 Jan 13 12:00:00 AM,235.0,2025 Jan 14 12:00:00 AM,LR3,Rowhouse,0.0,0,,Middle Housing,2022,2025,
133945,6890560-CN,Multifamily,Residential,Building,New,Construct East multifamily building  occupy per plan. (Construct two new multifamily building per plan / Reviews and processing for 2 C/N's under 6890560-CN),6,0.0,6.0,"923,151",2022-07-21,2023-03-13,2026-03-13,2025-01-30,Completed,,505 11TH AVE E,SEATTLE,WA,98102.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6890560-CN,47.62329622,-122.3180886,"(47.62329622, -122.3180886)",232.0,105.0,172.0,60,4.0,2022-11-03,2023 Mar 10 12:00:00 AM,175.0,2023 Mar 13 12:00:00 AM,LR3,Townhouse,0.0,0,,Middle Housing,2022,2023,2025
134039,6883388-PH,Multifamily,Residential,Building,New,Phased permit to construct central building B  per plan. (Establish use as residential  retail  restaurant  and live-work  and construct three apartment buildings  review and process for 3 records under 6883388-PH),109,37.0,146.0,"16,410,320",2022-05-19,,,,Reviews In Process,3035730-LU,5211 42ND AVE S,SEATTLE,WA,98118.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6883388-PH,47.55512805,-122.28162319,"(47.55512805, -122.28162319)",,,,0,0.0,,,,,,,,0,,,2022,,
134096,6782303-CN,Multifamily,Residential,Building,New,Establish use as and construct a townhouse building  per plans,4,0.0,4.0,"723,703",2021-05-05,,,,Corrections Required,,5422 CALIFORNIA AVE SW,SEATTLE,WA,98136.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6782303-CN,47.55314671,-122.38655199,"(47.55314671, -122.38655199)",,63.0,,882,6.0,2021-06-11,,,,,,,0,,,2021,,
134111,6813947-CN,Multifamily,Residential,Building,New,Establish use as townhouse and construct a duplex  per plan.,2,0.0,2.0,"453,717",2021-05-20,2021-12-02,2023-06-02,2022-10-14,Completed,3037492-LU,1723 NW 64TH ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6813947-CN,47.67502015,-122.3799192,"(47.67502015, -122.3799192)",196.0,102.0,130.0,66,3.0,2021-08-30,2021 Dec 02 12:00:00 AM,130.0,2021 Dec 02 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2021,2021,2022
134124,6898138-CN,Multifamily,Residential,Building,New,Establish use as townhouses and construction 4 unit townhouse  per plan.,4,0.0,4.0,"869,903",2022-06-27,2023-03-01,2024-09-01,2024-04-08,Completed,3039595-LU,4010 SW GRAHAM ST,SEATTLE,WA,98136.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6898138-CN,47.54679208,-122.38399251,"(47.54679208, -122.38399251)",246.0,101.0,201.0,45,5.0,2022-10-06,2023 Feb 28 12:00:00 AM,201.0,2023 Feb 28 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2022,2023,2024
134169,6898214-CN,Multifamily,Residential,Building,New,Construct new Southwest duplex (TH1/TH2)  per plan. (Establish use and construction (1) duplex and (3) single family residence  per plan. Review and process for four records under 6898214-CN),5,0.0,5.0,"509,321",2022-10-17,2024-05-30,2025-11-30,2025-05-02,Completed,,1625 B 21ST AVE,SEATTLE,WA,98122.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6898214-CN,47.61609001,-122.30537726,"(47.61609001, -122.30537726)",589.0,66.0,463.0,126,6.0,2022-12-22,2024 May 28 12:00:00 AM,464.0,2024 May 29 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2022,2024,2025
134220,6898700-CN,Multifamily,Residential,Building,Addition/Alteration,Shoring and excavation for multi-family building  per plan.,172,8.0,180.0,"1,500,000",2024-08-06,,,,Corrections Required,"3039573-LU, 3039624-LU",3670 WOODLAND PARK AVE N,SEATTLE,WA,98103.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6898700-CN,47.65244877,-122.34363545,"(47.65244877, -122.34363545)",,44.0,,412,1.0,2024-09-19,,,,,,,0,,,2024,,
134309,6815096-CN,Multifamily,Residential,Building,New,Construct South two family dwelling  per plan (Establish use as townhouse and construct 3 two family dwellings / review & process for 3 AP's under 6792450-CN).,2,0.0,2.0,"410,087",2021-01-26,2022-03-01,2025-03-01,2024-02-02,Completed,,9209 14TH AVE NW,SEATTLE,WA,98117.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6815096-CN,47.69636035,-122.37457806,"(47.69636035, -122.37457806)",394.0,394.0,394.0,0,0.0,2022-02-24,2022 Feb 24 12:00:00 AM,,2022 Mar 01 12:00:00 AM,LR1,Townhouse,0.0,0,6792450-CN,Middle Housing,2021,2022,2024
134311,6815212-CN,Multifamily,Residential,Building,Addition/Alteration,Change use from community hall to dwelling units per land use code. Construct alterations in basement of existing building  occupy per plans.,1,0.0,1.0,"100,000",2021-02-19,,,,Corrections Required,,2407 NW 60TH ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6815212-CN,47.67219593,-122.38813415,"(47.67219593, -122.38813415)",1137.0,69.0,0.0,"1,320",5.0,2021-04-29,2024 Apr 01 12:00:00 AM,,,,,,0,,,2021,,
134349,6969436-CN,Multifamily,Residential,Building,New,Establish use as apartment (multifamily residential) per land use code. Demolish existing SFR and half of shared garage. Construct new multifamily building  occupy per plan.,13,1.0,14.0,"1,416,707",2024-02-28,,,,Ready for Issuance,,10019 INTERLAKE AVE N,SEATTLE,WA,98133.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6969436-CN,47.70211094,-122.34089662,"(47.70211094, -122.34089662)",427.0,68.0,183.0,244,6.0,2024-05-06,2025 Apr 30 12:00:00 AM,,2025 Apr 30 12:00:00 AM,,,,0,,,2024,,
134453,6902313-CN,Multifamily,Residential,Building,New,Establish use and construct new Multifamily building with (2) LiveWork units  occupy per plan.,4,0.0,4.0,"1,437,074",2022-11-16,,,,Canceled,,836 NW MARKET ST,SEATTLE,WA,98107.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6902313-CN,47.6689173,-122.36791371,"(47.6689173, -122.36791371)",,,,,,,,,,,,,0,,,2022,,
134466,6902470-CN,Multifamily,Residential,Building,New,Construct new residential building (Bldg 1) to the NW  occupy per plan.  (Construct 4 new residential buildings  occupy per plan. Review & processing for 4 records under 6902470-CN).,23,0.0,23.0,"1,717,536",2023-09-08,2025-03-27,2026-09-27,,Issued,,2101 N 113TH ST,SEATTLE,WA,98133.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6902470-CN,47.71027756,-122.33365694,"(47.71027756, -122.33365694)",566.0,66.0,173.0,393,5.0,2023-11-13,2025 Mar 27 12:00:00 AM,173.0,2025 Mar 27 12:00:00 AM,LR3,Townhouse,0.0,0,,Middle Housing,2023,2025,
134486,6903124-CN,Multifamily,Residential,Building,New,Construct townhouse structure 4.H  per plan. (Establish use as multifamily and construct 2 apartment buildings and 24 townhouse structures. Review and process for 26 records under 6771369-CN.),238,0.0,238.0,"1,269,134",2022-07-06,,,,Withdrawn,,12125 STONE AVE N,SEATTLE,WA,98133.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6903124-CN,47.71662154,-122.34250809,"(47.71662154, -122.34250809)",,,,,,,,,,,,,0,,,2022,,
134487,6903134-CN,Multifamily,Residential,Building,New,Construct townhouse structure 6.B  per plan. (Establish use as multifamily and construct 2 apartment buildings and 24 townhouse structures. Review and process for 26 records under 6771369-CN.),238,0.0,238.0,"1,869,516",2022-07-14,,,,Withdrawn,,12133 STONE AVE N,SEATTLE,WA,98133.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6903134-CN,47.71681957,-122.34362064,"(47.71681957, -122.34362064)",,,,,,,,,,,,,0,,,2022,,
134539,6784984-CN,Multifamily,Residential,Building,New,Construct east live-work building  per plan (Establish use as live-work and townhouse  and construct west duplex and east live-work buildings / review and process for 2 AP's under # 6771315)..,2,0.0,2.0,"586,962",2020-06-02,2021-03-17,2024-03-17,2022-12-12,Completed,,7027 15TH AVE NW,SEATTLE,WA,98117.0,KAMIN BUILT,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6784984-CN,47.68038761,-122.37713014,"(47.68038761, -122.37713014)",288.0,288.0,288.0,0,0.0,2021-03-17,2021 Mar 17 12:00:00 AM,,2021 Mar 17 12:00:00 AM,NC2,Apartment,0.0,0,6771315-CN,Multifamily - Other,2020,2021,2022
134553,6816138-CN,Multifamily,Residential,Building,New,Establish use as and construct a townhouse structure  per plan.,4,0.0,4.0,"735,909",2021-01-14,2021-08-19,2023-02-19,2022-07-15,Completed,3037507-LU,6028 41ST AVE SW,SEATTLE,WA,98136.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6816138-CN,47.54762069,-122.3839595,"(47.54762069, -122.3839595)",216.0,70.0,158.0,58,3.0,2021-03-25,2021 Aug 18 12:00:00 AM,159.0,2021 Aug 19 12:00:00 AM,LR1,Townhouse,0.0,0,,Middle Housing,2021,2021,2022
134599,6785499-CN,Multifamily,Residential,Building,New,Construct SFR (Establish use as multi-family dwelling and single family residence  and construct (1) triplex & (1) SFR  per plan.  Review & process for (2) records under 6748544-CN).,1,0.0,1.0,"156,399",2020-06-04,2023-06-22,2024-12-22,2025-07-23,Completed,,228 21ST AVE E,SEATTLE,WA,98112.0,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6785499-CN,47.6211403,-122.30426112,"(47.6211403, -122.30426112)",782.0,782.0,782.0,0,0.0,2022-07-26,2022 Jul 26 12:00:00 AM,,2022 Jul 26 12:00:00 AM,LR1,Multifamily,0.0,0,6748544-CN,Middle Housing,2020,2023,2025
